,code,name,lat,lng,u_s,u_r,return_perc
698,375,101 E MORRISON ROAD,25.97,-97.51,119168.0,1332.0,1.12
699,639,1326 KINGS HWY,40.61,-73.96,73250.0,814.0,1.11
700,442,1921 Zaragosa Road,31.76,-106.27,114402.0,1273.0,1.11
701,265,5724 Grape Avenue,41.71,-86.19,98203.0,1079.0,1.1
702,565,1730 MASSEY BLVD.,39.63,-77.77,88048.0,966.0,1.1
703,1023,9919 SE SUNNYSIDE ROAD,45.43,-122.56,86807.0,954.0,1.1
704,461,6010 Menual Blvd NE,35.11,-106.58,106902.0,1180.0,1.1
705,758,4117 LEMMON AVENUE,32.82,-96.82,122329.0,1346.0,1.1
706,542,1035 IH-30,32.91,-96.45,126708.0,1387.0,1.09
707,740,303 MAKAALA ST,19.7,-155.06,64112.0,701.0,1.09
708,454,9935 Coors Blvd,35.19,-106.66,92097.0,1004.0,1.09
709,210,3033 West Peoria Avenue,33.58,-112.12,74873.0,812.0,1.08
710,753,5790 WADE HAMPTON RD,34.93,-82.28,77296.0,837.0,1.08
711,505,510 N. THOMPSON LANE,35.86,-86.43,127270.0,1371.0,1.08
712,543,409 COX ROAD,35.26,-81.13,143525.0,1556.0,1.08
713,439,7503 Youree Drive,32.44,-93.71,72481.0,774.0,1.07
714,282,179 Northshore Blvd,30.31,-89.83,83761.0,895.0,1.07
715,628,1315 EAST BATTLE FIELD RD,37.16,-93.27,40774.0,438.0,1.07
716,76,24-30 Union Square East,40.74,-73.99,65387.0,699.0,1.07
717,309,11985 Washington Street,39.91,-104.98,77284.0,818.0,1.06
718,329,1250 Niagra Falls Blvd,42.99,-78.82,83124.0,884.0,1.06
719,371,385 S Colorado Blvd,39.71,-104.94,83899.0,885.0,1.05
720,860,1273 ULSTER AVENUE,0.0,0.0,60501.0,636.0,1.05
721,319,1234 Hwy 31 North,39.63,-86.13,94876.0,1000.0,1.05
722,440,903 W Indiantown Road,26.93,-80.11,130566.0,1363.0,1.04
723,569,1031 NORTH GREEN RIVER ROAD,37.99,-87.49,96178.0,1004.0,1.04
724,532,1540 OLENTANGY RIVER RD,39.99,-83.03,86374.0,897.0,1.04
725,246,2456 W Loop 340,31.5,-97.16,101953.0,1054.0,1.03
726,378,5392 S Wadsworth Blvd,39.62,-105.09,71328.0,725.0,1.02
727,1502,1502 HIGHWAY 17,33.84,-78.66,39427.0,404.0,1.02
728,225,2296 Martin Luther King Boulevard,30.19,-85.65,156080.0,1571.0,1.01
729,483,210 Settlers Ridge Center Drive,40.44,-80.15,110171.0,1116.0,1.01
730,812,5510 BROADWAY,40.88,-73.91,122841.0,1241.0,1.01
731,170,2719 North Meridian Boulevard,40.36,-75.98,159956.0,1609.0,1.01
732,767,2007  86th STREET,40.6,-74.0,46221.0,463.0,1.0
733,36,32 Court Street,40.69,-73.99,111725.0,1113.0,1.0
734,468,1101 5th Street,25.77,-80.14,95006.0,947.0,1.0
735,519,10110 EAST WASHINGTON ST,39.78,-85.99,87842.0,872.0,0.99
736,445,5899 Eastex Freeway,30.13,-94.16,118058.0,1174.0,0.99
737,243,7325 N. Academy Boulevard,38.94,-104.8,83902.0,823.0,0.98
738,365,4001 N. 10th Street,26.24,-98.22,134829.0,1305.0,0.97
739,756,3325 N. ASHLAND AVE,41.94,-87.67,61643.0,601.0,0.97
740,682,3901 PHOENIX AVE,35.34,-94.39,68048.0,657.0,0.97
741,685,10000 OLDE US 20,41.54,-83.58,66077.0,641.0,0.97
742,198,7837 Mentor Avenue,41.66,-81.36,133064.0,1291.0,0.97
743,6,460 7th Avenue,40.75,-73.99,79072.0,752.0,0.95
744,491,2650 N Fairfield Road,39.76,-84.05,83583.0,790.0,0.95
745,257,4610 Commercial Drive,43.09,-75.31,76719.0,732.0,0.95
746,455,1133 Vann Drive,35.67,-88.86,108105.0,1028.0,0.95
747,659,8922 S BROADWAY AVE,32.26,-95.31,59559.0,566.0,0.95
748,388,31753 Woodward Ave,42.52,-83.19,106852.0,1012.0,0.95
749,318,2600 S College Ave,40.55,-105.08,89349.0,839.0,0.94
750,510,35825 Detroit Road,41.46,-82.02,109515.0,1032.0,0.94
751,635,613 EAST MCGALLIARD RD,40.22,-85.38,47585.0,449.0,0.94
752,357,6135 S Virginia Street,39.47,-119.79,164762.0,1531.0,0.93
753,340,771 N. Lexington Springmill Road,40.77,-82.59,83592.0,779.0,0.93
754,674,2820 W LOOP 250 NORTH,32.04,-102.12,68612.0,629.0,0.92
755,518,5704 YOUNGSTOWN WARREN ROAD,41.21,-80.75,116884.0,1065.0,0.91
756,579,3538 ZAFARANO DRIVE,35.64,-106.01,75872.0,689.0,0.91
757,350,931 8th Ave,40.77,-73.98,138263.0,1249.0,0.9
758,443,1 Sagamore Parkway South,40.42,-86.86,61711.0,557.0,0.9
759,662,1303 NORTH MILWAUKEE AVE,41.91,-87.67,64229.0,573.0,0.89
760,545,7 W 62nd TERRACE,39.01,-94.59,56664.0,503.0,0.89
761,784,569 A STILLWATER AVE,44.83,-68.76,50451.0,445.0,0.88
762,558,4615 N. LAMAR BLVD,30.32,-97.74,29161.0,255.0,0.87
763,6101,4700 Westside Avenue,0.0,0.0,6917523.0,60076.0,0.87
764,671,1345 WESTERN BLVD,34.79,-77.4,81542.0,707.0,0.87
765,553,3815 METRO DRIVE,41.22,-95.84,55028.0,466.0,0.85
766,397,305 Keawe Street,20.89,-156.68,91322.0,765.0,0.84
767,11,740 Broadway,40.73,-73.99,88627.0,747.0,0.84
768,320,174 Broadway,40.71,-74.01,147619.0,1242.0,0.84
769,195,385 5th Avenue,40.75,-73.98,145647.0,1205.0,0.83
770,808,339 WEST PRIEN LAKE ROAD,30.2,-93.22,99427.0,828.0,0.83
771,668,5702 JOHNSTON ST.,30.18,-92.08,44817.0,368.0,0.82
772,6408,9101 21ST STREET,0.0,0.0,39449.0,312.0,0.79
773,202,257 8th Avenue,40.75,-74.0,133352.0,1055.0,0.79
774,423,655 6th Ave,40.74,-73.99,118106.0,936.0,0.79
775,7,100 E. 23rd Street (ON PARK SOUTH),40.74,-73.99,133842.0,1048.0,0.78
776,801,34877 Euclid Ave,41.62,-81.44,55273.0,423.0,0.77
777,6401,9101 21st Street,0.0,0.0,140471.0,1074.0,0.76
778,6402,9101 21ST STREET,0.0,0.0,483463.0,3630.0,0.75
779,610,RAFAEL CORDERO AVE,18.24,-66.03,41883.0,309.0,0.74
780,627,2104 MAPLE GROVE RD,46.81,-92.16,39714.0,282.0,0.71
781,570,Edif.3 Suite,18.4,-66.1,73415.0,502.0,0.68
782,4003,2101 91ST STREET,0.0,0.0,108416.0,665.0,0.61
783,560,505 Avenida Ramon Luis Rivera,18.41,-66.16,34624.0,193.0,0.56
