code,name,lat,lng,art,concert,dance,film,theater,other
28Q048,P.S. 048 William Wordsworth,40.693624,-73.796092,0,3,3,0,0,0
28Q050,P.S. 050 Talfourd Lawn Elementary School,40.694968,-73.807466,1,4,4,0,6,0
28Q055,P.S. 055 Maure,40.6936,-73.816147,0,0,2,0,0,0
28Q072,Catherine & Count Basie Middle School 72,40.674934,-73.775784,1,1,1,0,0,1
28Q101,P.S. 101 School in the Gardens,40.715537,-73.843379,0,2,1,0,1,0
28Q121,P.S. 121 Queens,40.683858,-73.815542,5,0,4,0,0,30
28Q140,P.S. 140 Edward K Ellington,40.687364,-73.781018,1,4,4,5,5,0
28Q160,P.S. 160 Walter Francis Bishop,40.688017,-73.799965,1,5,2,1,5,0
28Q161,P.S. 161 Arthur Ashe School,40.690426,-73.821065,0,0,6,0,2,0
28Q182,P.S. 182 Samantha Smith,40.706699,-73.803262,1,4,0,0,5,0
28Q284,York Early College Academy,40.697147,-73.786487,2,0,0,0,3,0
28Q303,The Academy for Excellence through the Arts,40.725755,-73.844042,1,2,2,0,3,4
28Q310,Queens Collegiate: A College Board School,40.712969,-73.798459,2,2,2,0,1,0
28Q312,Jamaica Children's School,40.69403,-73.790853,2,6,1,1,18,0
28Q325,Hillside Arts & Letters Academy,40.712969,-73.798459,10,3,7,4,5,7
28Q328,High School for Community Leadership,40.712969,-73.798459,1,1,1,1,0,0
28Q332,Redwood Middle School,40.674934,-73.775784,2,0,0,0,2,0
28Q338,Queens Satellite High School for Opportunity,40.708256,-73.799585,0,0,2,1,0,0
28Q350,Jamaica Gateway to the Sciences,40.712969,-73.798459,0,1,1,0,1,0
28Q354,The Jermaine L. Green STEM Institute of Queens,40.679788,-73.774457,4,3,3,4,1,0
28Q505,Hillcrest High School,40.709523,-73.802472,2,3,4,2,5,0
28Q620,Thomas A. Edison Career and Technical Education High School,40.716211,-73.798804,1,0,1,0,1,0
28Q680,Queens Gateway to Health Sciences Secondary School,40.718475,-73.805973,3,2,0,0,0,0
28Q690,High School for Law Enforcement and Public Safety,40.686367,-73.78424,4,0,0,0,0,0
28Q896,"Young Women's Leadership School, Queens",40.708453,-73.804181,0,1,1,0,0,0
29Q035,P.S. 035 Nathaniel Woodhull,40.713433,-73.768881,4,4,1,0,0,0
29Q036,P.S. 036 Saint Albans School,40.691255,-73.763961,0,7,7,0,7,0
29Q037,Cynthia Jenkins School,40.676246,-73.757609,0,0,0,0,0,0
29Q038,P.S. 038 Rosedale,40.671165,-73.733854,0,4,1,0,0,0
29Q052,P.S. 052 Queens,40.661333,-73.766813,0,0,0,0,0,0
29Q095,P.S. 095 Eastwood,40.711288,-73.783282,0,10,10,5,0,0
29Q109,Jean Nuzzi Intermediate School,40.720422,-73.746613,1,3,3,0,3,0
29Q116,P.S./I.S. 116 William C. Hughley,40.700688,-73.781845,1,2,2,0,2,0
29Q131,P.S. 131 Abigail Adams,40.716997,-73.793918,1,0,0,0,2,1
29Q135,The Bellaire School,40.720849,-73.757595,2,2,2,0,0,0
29Q136,P.S. 136 Roy Wilkins,40.698584,-73.752527,4,4,4,0,3,0
29Q147,P.S./M.S. 147 Ronald McNair,40.698026,-73.740151,0,0,2,0,2,0
29Q156,P.S. 156 Laurelton,40.672087,-73.743438,4,1,0,0,3,2
29Q176,P.S. 176 Cambria Heights,40.684841,-73.729719,2,4,2,2,0,0
29Q192,I.S. 192 The Linden,40.705754,-73.752708,2,4,2,1,2,0
29Q195,P.S. 195 William Haberle,40.652662,-73.734821,0,4,3,6,1,0
29Q243,Institute for Health Professions at Cambria Heights,40.698328,-73.74615,2,0,0,0,0,3
29Q251,P.S. 251 Queens,40.665341,-73.759335,0,2,0,0,0,0
29Q265,Excelsior Preparatory High School,40.667587,-73.758174,1,4,1,0,0,0
29Q270,The Gordon Parks School,40.67499,-73.736358,5,12,12,0,2,1
29Q272,George Washington Carver High School for the Sciences,40.667587,-73.758174,1,2,2,1,0,2
29Q283,Preparatory Academy for Writers: A College Board School,40.667587,-73.758174,1,1,0,2,2,0
29Q289,Queens United Middle School,40.672087,-73.743438,0,0,8,0,1,0
29Q313,Benjamin Franklin High School for Finance & Information Technology,40.698328,-73.74615,0,2,2,0,0,0
29Q326,Cambria Heights Academy,40.711715,-73.770781,2,0,0,1,1,0
29Q355,Collaborative Arts Middle School,40.664972,-73.759115,2,2,3,1,0,0
29Q360,P.S. 360,40.702414,-73.75629,10,5,2,24,0,0
29Q492,"Mathematics, Science Research and Technology Magnet High School",40.698328,-73.74615,0,0,0,0,0,0
29Q498,Humanities & Arts Magnet High School,40.698328,-73.74615,3,0,3,0,1,0
30Q017,P.S. 017 Henry David Thoreau,40.768261,-73.922868,1,0,1,0,5,0
30Q070,P.S. 070,40.761737,-73.9137,6,1,5,4,6,0
30Q084,P.S. 084 Steinway,40.771182,-73.906108,2,2,2,0,2,0
30Q085,P.S. 085 Judge Charles Vallone,40.773009,-73.914843,0,0,0,0,0,0
30Q112,P.S. 112 Dutch Kills,40.7572,-73.934007,3,3,2,0,1,0
30Q122,P.S. 122 Mamie Fay,40.780287,-73.916047,7,4,4,1,2,0
30Q126,Albert Shanker School for Visual and Performing Arts,40.766038,-73.929966,0,0,1,0,1,0
30Q145,I.S. 145 Joseph Pulitzer,40.754326,-73.887594,1,2,0,0,0,0
30Q152,P.S. 152 Gwendoline N. Alleyne School,40.752946,-73.900387,8,2,12,0,10,0
30Q166,P.S. 166 Henry Gradstein,40.757386,-73.926108,1,6,6,0,15,1
30Q171,P.S. 171 Peter G. Van Alst,40.771098,-73.929462,30,6,6,2,3,0
30Q212,P.S. 212,40.75306,-73.884654,4,2,6,6,1,2
30Q227,I.S. 227 Louis Armstrong,40.757566,-73.874573,2,8,0,2,3,4
30Q228,P.S. 228 Early Childhood Magnet School of the Arts,40.757014,-73.874847,4,5,3,8,10,0
30Q234,P.S. 234,40.767039,-73.92319,1,0,18,3,14,5
30Q235,Academy for New Americans,40.766889,-73.923215,1,3,3,0,1,0
30Q280,P.S. 280,40.753796,-73.873928,2,4,0,0,0,0
30Q286,"Young Women's Leadership School, Astoria",40.771309,-73.924179,4,2,4,2,2,0
30Q291,Hunters Point Community Middle School,40.74308,-73.959251,2,4,1,0,2,0
30Q300,The 30th Avenue School (G&T Citywide),40.768261,-73.922868,10,1,2,0,1,0
30Q301,Academy for Careers in Television and Film,40.74308,-73.959251,2,0,0,12,0,0
30Q329,East Elmhurst Community School,40.761609,-73.871907,1,7,3,0,0,0
30Q450,Long Island City High School,40.76547,-73.933053,2,5,1,0,1,6
30Q502,Information Technology High School,40.748517,-73.946416,2,3,0,3,0,0
30Q555,Newcomers High School,40.751431,-73.936855,1,2,1,0,0,0
30Q575,Academy of American Studies,40.751136,-73.937497,0,0,0,0,3,0
30Q580,Baccalaureate School for Global Education,40.755157,-73.926974,1,2,0,0,0,0
31R004,P.S. 004 Maurice Wollin,40.552373,-74.195516,1,0,1,0,2,1
31R005,P.S. 005 Huguenot,40.529697,-74.187532,1,1,2,0,15,0
31R007,I.S. 007 Elias Bernstein,40.52297,-74.186098,1,4,2,1,4,0
31R008,P.S. 8 Shirlee Solomon,40.547645,-74.151951,0,12,30,0,10,9
31R009,Naples Street Elementary School,40.602427,-74.091328,1,1,2,0,5,0
31R013,P.S. 013 M. L. Lindemeyer,40.612944,-74.069208,6,2,12,0,18,0
31R018,P.S. 018 John G. Whittier,40.636716,-74.117114,2,3,0,10,0,0
31R020,P.S. 020 Port Richmond,40.636665,-74.132529,6,0,4,0,4,0
31R021,P.S. 21 Margaret Emery-Elm Park,40.631831,-74.146747,0,2,0,10,1,0
31R023,P.S. 023 Richmondtown,40.570621,-74.133814,2,1,1,0,1,0
31R024,I.S. 024 Myra S. Barnes,40.545621,-74.145508,2,3,0,1,2,0
31R027,I.S. 027 Anning S. Prall,40.628282,-74.117665,1,3,2,0,1,0
31R029,P.S. 029 Bardwell,40.613957,-74.116242,1,5,1,2,15,0
31R030,P.S. 030 Westerleigh,40.618019,-74.133034,2,1,0,0,2,0
31R032,P.S. 032 The Gifford School,40.55896,-74.155409,0,2,4,0,4,0
31R036,P.S. 036 J. C. Drumgoole,40.543082,-74.182804,2,6,5,0,10,0
31R041,The Stephanie A. Vierno School,40.573849,-74.108939,2,2,0,5,0,1
31R048,P.S. 048 William G. Wilcox,40.602871,-74.091924,3,3,0,4,0,0
31R050,P.S. 050 Frank Hankinson,40.561501,-74.124868,1,2,0,0,2,0
31R053,The Barbara Esselborn School,40.552128,-74.137382,1,3,2,0,2,1
31R054,P.S. 054 Charles W. Leng,40.602787,-74.137851,0,4,0,0,2,0
31R056,P.S. 56 The Louis Desario School,40.541939,-74.213935,10,12,11,0,9,0
31R057,P.S. 057 Hubert H. Humphrey,40.611093,-74.083526,0,6,2,3,4,0
31R059,The Harbor View School,40.647788,-74.08325,0,0,0,0,0,0
31R064,Gaynor McCown Expeditionary Learning School,40.58178,-74.158884,1,0,1,0,2,0
31R066,The Richmond Pre-K Center,40.643129,-74.077048,0,0,0,0,0,0
31R068,Port Richmond School for Visionary Learning,40.62501,-74.142576,2,0,0,0,0,0
31R069,P.S. 069 Daniel D. Tompkins,40.591422,-74.157301,1,2,4,0,0,0
31R072,I.S. 072 Rocco Laurie,40.59247,-74.158532,1,3,2,0,1,0
31R078,P.S. 78,40.622239,-74.079112,1,2,0,1,0,0
31R450,Curtis High School,40.644912,-74.080507,3,5,2,0,3,0
31R455,Tottenville High School,40.528303,-74.193519,4,7,1,1,10,0
31R460,Susan E. Wagner High School,40.597485,-74.124914,3,8,1,0,10,0
31R470,Concord High School,40.610817,-74.086784,0,0,0,0,0,0
31R861,Staten Island School of Civic Leadership,40.620452,-74.164416,4,6,3,6,3,5
32K086,P.S. 086 The Irvington,40.700748,-73.91766,2,2,2,0,2,3
32K106,P.S. 106 Edward Everett Hale,40.693725,-73.912559,1,0,5,0,0,1
32K123,P.S. 123 Suydam,40.703905,-73.922574,3,3,3,0,3,0
32K145,P.S. 145 Andrew Jackson,40.701475,-73.93219,2,3,3,0,2,0
32K162,J.H.S. 162 The Willoughby,40.706871,-73.92002,0,1,1,1,1,3
32K291,J.H.S. 291 Roland Hayes,40.695785,-73.915361,3,2,0,1,1,0
32K347,I.S. 347 School of Humanities,40.700883,-73.927662,3,0,3,0,0,0
32K349,"I.S. 349 Math, Science & Tech.",40.700883,-73.927662,0,1,0,0,0,1
32K376,P.S. 376,40.698048,-73.920166,3,0,4,0,0,0
32K377,P.S. 377 Alejandrina B. De Gautier,40.693753,-73.91493,0,3,3,0,1,0
32K383,J.H.S. 383 Philippa Schuyler,40.697638,-73.919534,3,4,4,0,2,0
32K384,P.S. /I.S. 384 Frances E. Carter,40.689715,-73.905027,1,2,0,0,4,0
32K545,EBC High School for Public Service - Bushwick,40.694717,-73.929277,4,4,2,6,2,0
32K554,All City Leadership Secondary School,40.697591,-73.913097,0,2,1,1,0,0
32K562,Evergreen Middle School for Urban Exploration,40.68893,-73.910355,2,2,0,0,0,0
32K564,Bushwick Community High School,40.695785,-73.915361,2,0,0,3,0,0
75K036,P.S. 36,40.660404,-73.88725,3,0,2,0,0,3
75K140,P.S. K140,40.682002,-73.945259,0,0,1,0,0,0
75K370,P.S. 370,40.577675,-73.969866,2,2,3,0,6,0
75K373,P.S. 373 - Brooklyn Transition Center,40.699187,-73.945213,5,4,4,5,4,0
75K396,P.S. K396,40.668051,-73.911595,20,10,7,0,10,0
75K771,P.S. K771,40.57986,-73.956085,1,0,2,1,0,0
75K811,P.S. K811 Connie Lekas School,40.591225,-73.938828,3,4,3,0,2,0
75M035,P.S. 035,40.764095,-73.986033,2,0,0,0,0,0
75M138,P.S. 138,40.805654,-73.93546,0,0,5,0,4,0
75M169,P.S. M169 - Robert F. Kennedy,40.780883,-73.95566,0,2,2,0,0,0
75M226,P.S. M226,40.732689,-73.98259,8,1,8,1,2,0
75M401,Hospital Schools,40.831869,-73.827662,4,4,2,0,0,0
75M501,Home Instruction,40.831869,-73.827662,0,0,0,0,0,0
75M721,P.S. M721 - Manhattan Occupational Training Center,40.729104,-74.006285,1,0,1,0,1,0
75M751,Manhattan School for Career Development,40.72571,-73.987824,5,0,15,10,10,0
75Q004,P.S. Q004,40.741662,-73.778338,4,2,3,0,1,1
75Q075,Robert E. Peary School,40.698712,-73.904972,0,1,0,0,20,1
75Q224,P.S. Q224,40.749641,-73.721449,0,1,1,0,4,0
75Q255,P.S. Q255,40.724191,-73.80937,0,0,1,0,14,0
75Q277,The Riverview School,40.74308,-73.959251,8,3,7,0,7,0
75Q752,Queens Transition Center,40.683621,-73.800941,6,2,3,0,2,0
75R037,P.S. R037,40.564106,-74.15143,1,0,1,0,1,0
75R721,The Richard H. Hungerford School,40.620868,-74.077102,3,4,3,3,2,0
75X010,P.S. X010,40.827175,-73.829317,2,0,1,0,4,0
75X012,P.S. X012 Lewis and Clark School,40.840548,-73.84452,9,3,6,0,1,0
75X168,P.S. 168,40.869621,-73.879073,0,1,1,0,4,0
75X352,The Vida Bogart School for All Children,40.831595,-73.894227,1,2,0,0,2,0
75X469,P469X - The Bronx School for Continuous Learners,40.872376,-73.875996,4,2,2,4,2,0
75X721,P.S. X721 - Stephen McSweeney School,40.842722,-73.838874,2,6,1,0,6,0
75X811,P.S. X811,40.830202,-73.887471,4,8,7,10,3,0
