code,name,lat,lng,art,concert,dance,film,theater,other
11X194,P.S./M.S. 194,40.8352,-73.846593,3,5,2,5,10,0
11X326,Bronx Green Middle School,40.862481,-73.86497,1,0,1,0,0,0
11X418,Bronx High School for the Visual Arts,40.851747,-73.864506,2,0,0,1,1,0
11X468,Pelham Academy of Academics and Community Engagement,40.862481,-73.86497,0,1,0,0,0,0
11X556,Bronx Park Middle School,40.862481,-73.86497,5,0,1,0,0,0
11X567,Linden Tree Elementary School,40.838305,-73.853209,2,15,4,0,4,0
12X006,P.S. 006 West Farms,40.840667,-73.881506,0,0,2,0,0,0
12X044,P.S. 044 David C. Farragut,40.842419,-73.891108,0,2,4,30,2,3
12X047,P.S. 047 John Randolph,40.832632,-73.867005,1,6,6,0,3,0
12X061,P.S. 061 Francisco Oller,40.836429,-73.892771,10,1,5,30,0,0
12X066,P.S. 066 School of Higher Expectations,40.831256,-73.886607,0,1,1,0,0,0
12X067,P.S. 067 Mohegan School,40.843795,-73.884515,1,3,3,6,3,0
12X098,J.H.S. 098 Herman Ridder,40.836316,-73.890741,10,0,2,0,0,0
12X129,M.S. 129 Academy for Independent Learning and Leadership,40.845853,-73.886494,1,4,2,0,2,0
12X195,P.S. 195,40.83066,-73.877453,0,2,1,0,1,0
12X196,P.S. 196,40.83066,-73.877453,1,2,1,0,1,0
12X211,P.S. 211,40.843769,-73.890328,1,0,2,2,1,0
12X251,Explorations Academy H.S.,40.836316,-73.890741,0,0,0,0,0,0
12X271,East Bronx Academy for the Future,40.836807,-73.88771,1,0,1,0,1,0
12X286,Fannie Lou Hamer Middle School,40.831256,-73.886607,16,7,7,30,10,0
12X300,The School of Science and Applied Learning,40.845881,-73.887063,2,2,4,0,2,0
12X314,Fairmont Neighborhood School,40.834245,-73.887095,0,1,0,0,1,0
12X316,Kappa III,40.845853,-73.886494,2,0,0,0,1,0
12X318,"I.S. X318 Math, Science & Technology Through Arts",40.843769,-73.890328,1,2,1,0,0,0
12X321,Crotona Academy High School,40.829613,-73.892104,1,0,10,0,1,0
12X372,Urban Assembly School for Wildlife Conservation,40.843795,-73.884515,0,0,0,0,0,0
12X383,Emolior Academy,40.83941,-73.880138,1,0,1,0,0,0
12X388,Pan American International High School at Monroe,40.832045,-73.878384,1,1,0,4,0,0
12X446,Arturo A. Schomburg Satellite Academy Bronx,40.82349,-73.898531,1,0,1,0,2,0
12X458,Samara Community School,40.834245,-73.887095,3,2,1,1,0,0
12X463,Urban Scholars Community School,40.828715,-73.900452,1,1,3,2,1,0
12X478,The Cinema School,40.831694,-73.877464,0,0,0,4,0,0
12X480,Bronx Regional High School,40.82349,-73.898531,0,0,0,2,1,0
12X511,Bronx Envision Academy,40.836316,-73.890741,5,5,5,0,1,2
12X521,The Metropolitan Soundview High School,40.832045,-73.878384,1,0,0,0,0,1
12X550,High School of World Cultures,40.832045,-73.878384,0,1,2,0,1,0
12X682,Fannie Lou Hamer Freedom High School,40.831048,-73.885602,2,0,1,0,6,0
12X684,Wings Academy,40.841371,-73.875169,3,0,5,0,0,0
12X691,Bronx Little School,40.838324,-73.866256,4,10,4,2,2,0
12X692,Monroe Academy for Visual Arts and Design,40.832045,-73.878384,1,0,0,0,0,0
13K020,P.S. 020 Clinton Hill,40.691215,-73.971203,4,6,5,8,5,0
13K046,P.S. 046 Edward C. Blum,40.69439,-73.971524,6,2,0,0,0,0
13K054,P.S. 054 Samuel C. Barnes,40.69261,-73.952744,1,1,4,0,1,0
13K056,P.S. 056 Lewis H. Latimer,40.684299,-73.96032,2,6,4,2,3,0
13K093,P.S. 093 William H. Prescott,40.678969,-73.946451,0,0,1,0,1,0
13K113,M.S. 113 Ronald Edmonds Learning Center,40.688504,-73.9714,0,2,3,0,0,0
13K265,Dr. Susan S. McKinney Secondary School of the Arts,40.696917,-73.976061,2,5,3,0,4,0
13K270,P.S. 270 Johann DeKalb,40.689967,-73.961055,3,4,4,0,4,0
13K282,P.S. 282 Park Slope,40.676672,-73.977631,1,1,0,1,1,0
13K301,Satellite East Middle School,40.685945,-73.945303,0,0,0,0,0,0
13K305,P.S. 305 Dr. Peter Ray,40.685945,-73.945303,2,0,1,2,0,0
13K412,Brooklyn Community Arts & Media High School (BCAM),40.692044,-73.958536,4,2,4,4,2,4
13K430,Brooklyn Technical High School,40.688913,-73.976483,1,6,0,1,5,0
13K483,The Urban Assembly School for Law and Justice,40.694625,-73.988421,4,3,3,1,1,2
13K492,Academy of Arts and Letters,40.691215,-73.971203,3,3,2,3,3,0
13K527,Urban Assembly Institute of Math and Science for Young Women,40.694625,-73.988421,7,0,7,0,1,0
13K595,Bedford Academy High School,40.685529,-73.954029,0,3,0,0,0,0
13K605,George Westinghouse Career and Technical Education High School,40.695545,-73.985323,0,1,1,0,0,0
13K616,Brooklyn High School for Leadership and Community Service,40.692044,-73.958536,1,0,0,3,0,4
13K674,"City Polytechnic High School of Engineering, Architecture, and Technology",40.695545,-73.985323,2,0,4,3,4,0
13K691,Fort Greene Preparatory Academy,40.69439,-73.971524,1,0,2,1,3,0
14K016,P.S. 016 Leonard Dunkly,40.705903,-73.962019,5,10,5,0,0,0
14K017,P.S. 017 Henry D. Woodworth,40.71521,-73.956991,2,1,2,4,1,0
14K018,P.S. 018 Edward Bush,40.710734,-73.947038,0,1,0,0,1,0
14K034,P.S. 034 Oliver H. Perry,40.726384,-73.949791,2,3,4,0,10,0
14K050,J.H.S. 050 John D. Wells,40.711743,-73.959632,1,2,2,0,2,0
14K059,P.S. 059 William Floyd,40.697812,-73.943422,0,4,0,0,0,0
14K071,Juan Morel Campos Secondary School,40.70391,-73.953708,12,5,0,1,5,0
14K084,P.S. 084 Jose De Diego,40.714814,-73.963305,1,6,3,2,1,0
14K110,P.S. 110 The Monitor,40.723754,-73.941998,5,5,7,0,3,0
14K120,P.S. 120 Carlos Tapia,40.700742,-73.937681,1,2,2,0,0,0
14K132,P.S. 132 The Conselyea School,40.714808,-73.945804,1,2,6,0,0,4
14K147,P.S. 147 Isaac Remsen,40.705157,-73.939405,2,5,3,0,2,0
14K196,P.S. 196 Ten Eyck,40.708637,-73.939426,1,1,0,0,2,0
14K250,P.S. 250 George H. Lindsay,40.70648,-73.945422,4,3,12,2,6,0
14K318,I.S. 318 Eugenio Maria De Hostos,40.703107,-73.948335,2,2,2,1,1,0
14K414,Brooklyn Arbor Elementary School,40.710054,-73.954845,1,2,1,0,1,0
14K449,"Brooklyn Latin School, The",40.709729,-73.944386,2,0,3,0,9,0
14K454,The Williamsburg High School of Art and Technology,40.709729,-73.944386,1,0,2,0,0,0
14K488,Brooklyn Preparatory High School,40.715374,-73.954595,2,0,2,0,0,1
14K558,Williamsburg High School for Architecture and Design,40.715374,-73.954595,1,0,0,0,0,0
14K561,Williamsburg Preparatory School,40.715374,-73.954595,2,0,2,0,2,0
14K577,Conselyea Preparatory School,40.71521,-73.956991,1,3,1,0,1,0
14K582,M.S. 582,40.708637,-73.939426,1,2,2,0,0,0
14K586,Lyons Community School,40.709729,-73.944386,2,2,2,1,3,0
14K614,Young Women's Leadership School of Brooklyn,40.705157,-73.939405,0,0,0,0,0,0
14K685,El Puente Academy for Peace and Justice,40.705607,-73.955591,3,3,3,0,3,0
15K001,P.S. 001 The Bergen,40.648656,-74.011237,6,10,14,2,5,0
15K032,P.S. 032 Samuel Mills Sprole,40.680431,-73.991704,1,3,9,0,7,0
15K058,P.S. 058 The Carroll,40.680385,-73.995629,3,7,1,0,2,0
15K107,P.S. 107 John W. Kimball,40.663021,-73.98112,2,2,4,4,2,0
15K154,The Windsor Terrace School,40.657119,-73.976048,0,0,0,0,0,0
15K230,P.S. 230 Doris L. Cohen,40.645177,-73.98078,2,2,5,5,5,0
15K261,P.S. 261 Philip Livingston,40.687084,-73.988375,0,2,2,0,1,0
15K295,P.S. 295,40.660959,-73.988926,1,8,2,0,11,0
15K423,Brooklyn Frontiers High School,40.689989,-73.98922,2,0,0,5,1,0
15K429,Digital Arts and Cinema Technology High School,40.68498,-73.9937,1,0,0,3,0,0
15K443,New Voices School of Academic & Creative Arts,40.660959,-73.988926,2,4,4,0,2,1
15K447,The Math & Science Exploratory School,40.683717,-73.98024,2,3,2,0,2,0
15K462,John Jay School for Law,40.669318,-73.978641,1,0,2,0,0,0
15K463,Secondary School for Journalism,40.669318,-73.978641,0,0,0,0,0,0
15K464,Park Slope Collegiate,40.669318,-73.978641,2,2,2,1,2,0
15K497,The Boerum Hill School for International Studies,40.68498,-73.9937,3,2,3,0,2,0
15K519,Cobble Hill School of American Studies,40.684203,-73.990189,0,0,0,0,3,0
15K529,West Brooklyn Community High School,40.642822,-73.992516,3,3,0,0,3,1
15K656,Brooklyn High School of the Arts,40.683717,-73.98024,2,6,1,0,5,0
15K667,Sunset Park High School,40.655597,-74.004217,6,1,1,0,1,0
15K676,Red Hook Neighborhood School,40.677865,-74.004925,0,0,0,0,0,0
15K684,Millennium Brooklyn HS,40.669318,-73.978641,3,1,3,0,3,0
15K767,The Little Brooklyn Pre-K Center,40.661239,-73.998812,2,0,2,0,0,0
16K021,P.S. 021 Crispus Attucks,40.680519,-73.926154,1,1,1,0,0,1
16K026,P.S. 026 Jesse Owens,40.691976,-73.931488,1,5,3,1,2,0
16K028,P.S. 028 The Warren Prep Academy,40.678161,-73.920219,0,3,3,0,0,0
16K035,M.S. 035 Stephen Decatur,40.681849,-73.935034,2,0,2,0,0,0
16K040,P.S. 040 George W. Carver,40.680193,-73.921423,3,2,4,1,2,0
16K057,J.H.S. 057 Whitelaw Reid,40.691616,-73.933273,2,0,4,0,2,0
16K243,P.S. 243K- The Weeksville School,40.675826,-73.935523,0,1,2,0,1,0
16K393,Frederick Douglass Academy IV Secondary School,40.691616,-73.933273,2,0,2,0,0,0
16K455,Boys and Girls High School,40.678923,-73.931659,0,0,1,0,2,0
16K498,Brooklyn High School for Law and Technology,40.688414,-73.920826,2,0,3,2,2,0
16K594,Gotham Professional Arts Academy,40.680193,-73.921423,2,1,1,0,2,1
16K627,Brighter Choice Community School,40.693757,-73.940712,2,2,1,0,0,0
16K628,Brooklyn Brownstone School,40.681849,-73.935034,2,3,0,9,0,0
16K681,Madiba Prep Middle School,40.691976,-73.931488,3,3,4,0,3,0
16K688,The Brooklyn Academy of Global Finance,40.691616,-73.933273,1,0,2,0,0,1
17K161,P.S. 161 The Crown,40.665905,-73.9492,0,1,5,0,2,0
17K181,P.S. 181 Brooklyn,40.648096,-73.945993,0,0,2,1,2,0
17K189,P.S. 189 The Bilingual Center,40.665416,-73.925649,0,5,7,0,10,0
17K191,P.S. 191 Paul Robeson,40.671776,-73.924179,0,0,10,0,0,0
17K249,P.S. 249 The Caton,40.649757,-73.966382,2,2,4,2,3,2
17K340,I.S. 340,40.676246,-73.969734,0,3,0,0,0,0
17K354,The School of Integrated Learning,40.672319,-73.937222,0,5,6,0,3,0
17K394,M.S. K394,40.672706,-73.92893,1,3,3,0,2,0
17K532,New Bridges Elementary,40.669473,-73.934372,3,3,3,0,2,0
17K568,Brownsville Academy High School,40.666295,-73.92395,0,0,0,0,0,0
17K590,Medgar Evers College Preparatory School,40.667,-73.951014,2,2,2,0,0,0
17K751,Academy for Health Careers,40.675396,-73.939123,0,0,0,0,0,0
18K114,P.S. 114 Ryder Elementary,40.642544,-73.90803,0,6,0,0,4,0
18K115,P.S. 115 Daniel Mucatel School,40.635096,-73.897811,1,2,2,1,1,2
18K211,I.S. 211 John Wilson,40.643271,-73.89584,1,0,1,0,0,0
18K219,P.S. 219 Kennedy-King,40.659161,-73.922434,2,5,5,2,5,0
18K268,P.S. 268 Emma Lazarus,40.657414,-73.927807,10,0,2,3,0,0
18K272,P.S. 272 Curtis Estabrook,40.626342,-73.900601,2,4,4,2,2,0
18K276,P.S. 276 Louis Marshall,40.633712,-73.907966,3,6,6,0,0,0
18K279,P.S. 279 Herman Schreiber,40.644158,-73.892579,1,0,0,1,0,0
18K588,Middle School for Art and Philosophy,40.657983,-73.920138,2,3,3,0,2,0
18K617,High School for Innovation in Advertising and Media,40.640443,-73.89878,0,0,0,0,1,0
18K633,High School for Medical Professions,40.640443,-73.89878,1,0,0,1,0,0
18K642,Urban Action Academy,40.640443,-73.89878,3,0,0,0,0,0
19K089,P.S. 089 Cypress Hills,40.67779,-73.886699,2,2,3,1,2,0
19K108,P.S. 108 Sal Abbracciamento,40.681235,-73.88431,4,6,4,0,6,0
19K159,P.S. 159 Isaac Pitkin,40.675985,-73.869644,12,4,5,1,16,4
19K214,P.S. 214 Michael Friedsam,40.676324,-73.863062,0,0,0,0,0,0
19K290,P.S. 290 Juan Morel Campos,40.67815,-73.889478,2,0,5,3,1,0
19K292,J.H.S. 292 Margaret S. Douglas,40.671606,-73.893351,2,2,2,0,0,0
19K328,P.S. 328 Phyllis Wheatley,40.667909,-73.898412,3,0,4,0,0,0
19K345,P.S. 345 Patrolman Robert Bolden,40.676259,-73.880038,1,9,6,4,7,3
19K346,P.S. 346 Abe Stark,40.646721,-73.88183,0,3,3,0,0,0
19K364,I.S. 364 Gateway,40.646471,-73.881132,1,2,2,0,3,1
19K404,Academy for Young Writers,40.657091,-73.874432,2,2,0,0,2,0
19K409,East New York Family Academy,40.661156,-73.886837,1,0,0,0,0,0
19K422,Spring Creek Community School,40.657091,-73.874432,1,0,2,0,2,0
19K452,Frederick Douglass Academy VIII Middle School,40.646721,-73.88183,6,2,4,0,1,0
19K615,Transit Tech Career and Technical Education High School,40.678867,-73.875307,1,0,4,0,0,0
19K660,W. H. Maxwell Career and Technical Education High School,40.673837,-73.896077,1,0,1,0,3,0
20K102,P.S. 102 The Bayview,40.634228,-74.029018,2,4,4,4,4,0
20K105,P.S. 105 The Blythebourne,40.633114,-74.003617,5,5,7,0,0,0
20K163,P.S. 163 Bath Beach,40.606767,-74.007767,2,2,1,1,1,0
20K176,P.S. 176 Ovington,40.62478,-74.005132,1,4,8,2,3,0
20K179,P.S. 179 Kensington,40.640205,-73.977264,2,3,2,0,2,0
20K187,The Christa McAuliffe School\I.S. 187,40.627846,-74.004023,1,2,1,1,1,0
20K200,P.S. 200 Benson School,40.603006,-74.00197,1,6,4,0,2,0
20K229,P.S. 229 Dyker,40.610559,-74.013166,1,4,0,0,4,3
20K445,New Utrecht High School,40.613032,-74.002158,3,2,2,0,0,0
20K503,P.S. 503: The School of Discovery,40.641918,-74.019087,5,0,1,0,8,0
20K506,P.S. 506: The School of Journalism & Technology,40.641918,-74.019087,0,2,3,0,3,0
20K748,P.S. 748 Brooklyn School for Global Scholars,40.606986,-74.007335,1,1,1,0,1,1
21K090,P.S. 90 Edna Cohen School,40.578894,-73.979604,3,8,5,0,20,0
21K095,P.S. 095 The Gravesend,40.595757,-73.974852,1,6,5,1,3,10
21K097,P.S. 97 The Highlawn,40.600974,-73.985666,2,4,0,0,3,0
21K098,I.S. 98 Bay Academy,40.583111,-73.954189,8,7,2,0,2,0
21K099,P.S. 099 Isaac Asimov,40.621526,-73.965831,2,2,3,0,5,3
21K100,P.S. 100 The Coney Island School,40.577543,-73.970827,1,2,3,0,24,0
21K101,P.S. 101 The Verrazano,40.597549,-73.992083,1,3,5,1,4,0
21K128,P.S. 128 Bensonhurst,40.604933,-73.995032,14,2,7,0,11,2
21K153,P.S. 153 Homecrest,40.601162,-73.959999,1,1,1,0,6,0
21K177,P.S. 177 The Marlboro,40.608431,-73.974412,0,8,2,0,4,2
21K188,P.S. 188 Michael E. Berdy,40.576918,-74.000541,3,2,2,0,2,0
21K199,P.S. 199 Frederick Wachtel,40.616567,-73.963134,1,1,1,0,1,6
21K209,P.S. 209 Margaret Mead,40.586691,-73.961652,0,0,0,0,0,4
21K225,P.S. K225 - The Eileen E. Zaglin,40.57986,-73.956085,2,2,2,1,1,0
21K228,I.S. 228 David A. Boody,40.600678,-73.977034,1,4,4,0,6,0
21K238,P.S. 238 Anne Sullivan,40.608636,-73.964683,4,6,6,0,6,2
21K239,Mark Twain I.S. 239 for the Gifted & Talented,40.578715,-73.992461,4,7,4,4,4,0
21K329,P.S. 329 Surfside,40.574693,-73.995766,2,4,4,0,0,0
21K337,International High School at Lafayette,40.593758,-73.986355,2,1,1,1,0,0
21K348,High School of Sports Management,40.593758,-73.986355,0,1,0,1,2,0
21K410,Abraham Lincoln High School,40.582863,-73.968218,2,1,0,0,3,0
21K468,Kingsborough Early College School,40.593758,-73.986355,1,0,1,3,1,1
21K525,Edward R. Murrow High School,40.619542,-73.958943,10,10,1,0,6,0
21K559,Life Academy High School for Film and Music,40.593758,-73.986355,1,0,0,1,0,0
21K572,Expeditionary Learning School for Community Leaders,40.593758,-73.986355,4,2,2,1,0,0
21K620,William E. Grady Career and Technical Education High School,40.582959,-73.963443,0,0,0,0,1,0
21K728,Liberation Diploma Plus,40.577178,-73.985712,1,2,1,0,1,0
22K014,J.H.S. 014 Shell Bank,40.593469,-73.938277,5,3,3,1,6,0
22K052,P.S. 052 Sheepshead Bay,40.587404,-73.940251,2,15,12,2,25,0
22K078,J.H.S. 078 Roy H. Mann,40.620839,-73.913102,3,2,2,2,0,0
22K109,P.S. 109,40.636395,-73.933318,1,0,2,2,2,0
22K139,P.S. 139 Alexine A. Fenty,40.641359,-73.965785,1,10,7,3,1,0
22K193,P.S. 193 Gil Hodges,40.621829,-73.950406,0,4,1,2,1,0
22K194,P.S. 194 Raoul Wallenberg,40.597321,-73.933869,8,7,5,10,3,0
22K195,P.S. 195 Manhattan Beach,40.580476,-73.943789,3,0,2,0,0,1
22K197,P.S. 197 - The Kings Highway Academy,40.612571,-73.951645,4,12,10,25,12,2
22K206,P.S. 206 Joseph F Lamb,40.597273,-73.948427,4,5,6,0,6,0
22K217,P.S. 217 Colonel David Marcus School,40.633768,-73.966244,1,3,0,1,2,0
22K222,P.S. 222 Katherine R. Snyder,40.61366,-73.939059,8,8,5,0,1,0
22K234,J.H.S. 234 Arthur W. Cunningham,40.604513,-73.955167,2,3,6,1,3,1
22K240,Andries Hudde,40.623969,-73.947095,0,0,1,0,1,0
22K245,P.S. 245,40.644778,-73.962852,0,6,6,1,4,0
22K251,P.S. 251 Paerdegat,40.63124,-73.923995,1,0,3,0,2,0
22K254,P.S. 254 Dag Hammarskjold,40.590971,-73.951458,5,8,1,0,1,8
22K255,P.S. 255 Barbara Reing School,40.604366,-73.955866,30,30,30,30,30,0
22K269,P.S. 269 Nostrand,40.637789,-73.947463,0,1,0,0,0,0
22K277,P.S. 277 Gerritsen Beach,40.595878,-73.927963,0,1,1,0,8,0
22K278,J.H.S. 278 Marine Park,40.607081,-73.939671,2,4,0,0,8,0
22K315,P.S. K315,40.632619,-73.954263,1,0,3,0,0,0
22K326,P.S. 326,40.628425,-73.928129,2,4,4,0,4,0
22K361,P.S. 361 East Flatbush Early Childhood School,40.640749,-73.947079,1,2,0,0,0,0
22K381,I. S. 381,40.623969,-73.947095,2,0,3,0,0,0
22K405,Midwood High School,40.633147,-73.952363,2,6,0,0,6,0
22K535,Leon M. Goldstein High School for the Sciences,40.580724,-73.935021,1,2,0,0,0,0
22K611,Origins High School,40.59314,-73.936638,1,1,3,0,1,0
22K630,Professional Pathways High School,40.59314,-73.936638,3,1,1,1,0,0
22K853,The Joan Snow Pre-K Center,40.629807,-73.965763,4,0,0,0,0,10
23K137,P.S./I.S. 137 Rachel Jean Mitchell,40.68223,-73.916739,0,3,3,8,0,0
23K155,P.S./ I.S. 155 Nicholas Herkimer,40.6776,-73.908655,0,2,2,0,0,0
23K284,"The Gregory Jocko Jackson School of Sports, Art, and Technology",40.666933,-73.907553,1,3,2,2,2,0
23K323,P.S./I.S. 323,40.666317,-73.911089,1,5,5,4,2,0
23K327,P.S. 327 Dr. Rose B. English,40.668206,-73.912038,1,1,4,1,4,0
23K392,I.S. 392,40.66546,-73.918068,2,0,3,0,5,0
23K493,Brooklyn Collegiate: A College Board School,40.674514,-73.913294,2,2,2,0,0,5
23K514,Frederick Douglass Academy VII High School,40.665488,-73.912054,0,0,3,0,3,0
23K522,Mott Hall IV,40.678281,-73.915866,2,2,2,2,0,0
23K646,Aspirations Diploma Plus High School,40.677569,-73.903832,0,0,3,1,0,0
23K664,Brooklyn Environmental Exploration School (BEES),40.68064,-73.910793,0,0,0,0,0,0
23K697,Teachers Preparatory High School,40.665488,-73.912054,2,1,4,1,1,1
24Q014,P.S. 014 Fairview,40.740917,-73.854302,2,13,1,0,30,2
24Q028,P.S. 28 - The Thomas Emanuel Early Childhood Center,40.747112,-73.854174,1,3,0,0,0,0
24Q143,P.S. 143 Louis Armstrong,40.755182,-73.855476,2,2,2,4,2,0
24Q239,P.S. 239,40.69943,-73.903833,0,2,0,0,5,0
24Q264,Academy of Finance and Enterprise,40.744902,-73.936809,0,0,0,0,0,0
24Q299,Bard High School Early College Queens,40.744902,-73.936809,2,2,3,0,6,0
24Q330,P.S. 330,40.757672,-73.858952,1,3,2,0,0,0
24Q485,Grover Cleveland High School,40.711632,-73.909166,2,4,0,0,4,2
24Q550,High School for Arts and Business,40.73769,-73.85344,3,4,1,2,1,1
25Q020,P.S. 020 John Bowne,40.758194,-73.823798,5,8,12,5,2,0
25Q021,P.S. 021 Edward Hart,40.774168,-73.818543,1,5,2,2,2,18
25Q022,P.S. 022 Thomas Jefferson,40.761791,-73.810899,0,2,3,3,6,0
25Q024,P.S. 024 Andrew Jackson,40.751713,-73.817823,12,4,6,0,3,0
25Q025,I.S. 025 Adrien Block,40.765043,-73.789612,1,6,6,0,0,0
25Q029,P.S. 029 Queens,40.777979,-73.842827,1,10,6,1,26,0
25Q032,P.S. 032 State Street,40.765209,-73.794254,2,3,2,0,5,0
25Q079,P.S. 079 Francis Lewis,40.785959,-73.817349,10,1,2,3,2,0
25Q107,P.S. 107 Thomas A Dooley,40.755653,-73.799147,0,5,6,0,15,0
25Q129,P.S. 129 Patricia Larkin,40.789929,-73.839501,0,0,1,0,2,0
25Q130,P.S. 130,40.760072,-73.783908,4,4,0,0,1,0
25Q163,P.S. 163 Flushing Heights,40.740899,-73.808767,1,1,17,0,3,0
25Q164,P.S. 164 Queens Valley,40.721159,-73.823164,4,4,2,2,3,0
25Q184,P.S. 184 Flushing Manor,40.778164,-73.799841,4,0,6,0,1,0
25Q185,J.H.S. 185 Edward Bleeker,40.775122,-73.8185,3,6,3,0,0,0
25Q189,J.H.S. 189 Daniel Carter Beard,40.760344,-73.817909,1,1,1,1,0,0
25Q193,P.S. 193 Alfred J. Kennedy,40.792281,-73.809559,1,3,2,7,2,0
25Q194,J.H.S. 194 William Carr,40.78322,-73.806977,1,3,2,0,1,0
25Q209,P.S. 209 Clearview Gardens,40.783714,-73.795027,10,3,0,0,0,0
25Q214,P.S. 214 Cadwallader Colden,40.770143,-73.828076,2,2,2,2,4,0
25Q219,P.S. 219 Paul Klapper,40.735855,-73.823583,10,5,1,0,0,1
25Q242,P.S. 242 Leonard P. Stavisky Early Childhood School,40.769784,-73.832028,8,3,2,0,4,0
25Q244,The Active Learning Elementary School,40.75456,-73.826192,2,2,3,1,0,2
25Q250,I.S. 250 The Robert F. Kennedy Community Middle School,40.724191,-73.80937,0,2,1,0,0,0
25Q252,"Queens School of Inquiry, The",40.724191,-73.80937,10,1,1,0,3,0
25Q263,Flushing International High School,40.760344,-73.817909,3,0,0,2,1,0
25Q285,World Journalism Preparatory: A College Board School,40.765043,-73.789612,0,0,0,0,1,0
25Q294,BELL Academy,40.782346,-73.77844,4,2,0,0,1,0
25Q499,"The Queens College School for Math, Science and Technology",40.738332,-73.82028,1,4,1,0,1,0
25Q525,Townsend Harris High School,40.735175,-73.821229,2,3,1,0,1,2
25Q540,Queens Academy High School,40.765609,-73.828329,0,0,0,0,0,0
25Q792,North Queens Community High School,40.721519,-73.820575,1,0,0,0,0,0
26Q026,P.S. 026 Rufus King,40.736575,-73.778081,1,1,0,0,1,0
26Q031,P.S. 031 Bayside,40.757617,-73.768955,6,7,7,4,21,0
26Q041,P.S. 041 Crocheron,40.769949,-73.770906,1,9,4,4,18,1
26Q133,P.S. 133 Queens,40.73192,-73.71798,1,0,1,2,6,0
26Q159,P.S. 159,40.770092,-73.783977,1,4,3,28,5,0
26Q162,P.S. 162 John Golden,40.748394,-73.776565,1,2,2,0,1,0
26Q173,P.S. 173 Fresh Meadows,40.734195,-73.795364,10,4,4,0,12,0
26Q178,P.S./ IS 178 Holliswood,40.724314,-73.777014,10,10,10,10,1,0
26Q186,P.S. 186 Castlewood,40.749641,-73.721449,1,5,4,0,4,0
26Q188,P.S. 188 Kingsbury,40.735068,-73.751882,1,0,1,0,2,0
26Q213,P.S. 213 The Carl Ullman School,40.747524,-73.745381,2,5,3,0,2,0
26Q315,Business Technology Early College High School,40.733631,-73.739144,2,1,2,0,1,0
26Q435,Martin Van Buren High School,40.733631,-73.739144,1,2,2,2,1,0
26Q495,Bayside High School,40.771101,-73.78021,1,4,4,0,2,0
27Q045,P.S. 045 Clarence Witherspoon,40.667489,-73.789659,1,2,3,0,0,0
27Q053,M.S. 053 Brian Piccolo,40.604018,-73.749554,3,3,3,0,2,0
27Q065,P.S. 65 - The Raymond York Elementary School,40.682654,-73.841569,0,3,3,0,2,0
27Q096,P.S. 096,40.675349,-73.808133,2,3,4,2,5,0
27Q100,P.S. 100 Glen Morris,40.673871,-73.82054,1,4,1,6,1,0
27Q104,P.S. 104 The Bays Water,40.6082,-73.764899,11,5,10,8,3,0
27Q106,Lighthouse Elementary School,40.594681,-73.767108,0,3,2,0,2,0
27Q108,P.S. 108 Captain Vincent G. Fowler,40.679313,-73.830925,1,2,8,0,4,0
27Q114,P.S./M.S. 114 Belle Harbor,40.577924,-73.854101,1,3,0,0,0,0
27Q124,P.S. 124 Osmond A Church,40.665478,-73.811093,3,4,4,0,0,0
27Q137,M.S. 137 America's School of Heroes,40.67807,-73.839652,3,3,4,0,12,0
27Q155,P.S. 155,40.679213,-73.810192,0,3,2,1,0,1
27Q183,P.S. 183 Dr. Richard R. Green,40.588918,-73.805874,1,8,3,5,2,0
27Q202,J.H.S. 202 Robert H. Goddard,40.671844,-73.845194,2,4,0,0,4,0
27Q207,P.S. 207 Rockwood Park,40.657662,-73.84402,10,2,1,2,1,0
27Q223,P.S. 223 Lyndon B. Johnson,40.674555,-73.790212,2,3,3,2,1,0
27Q226,J.H.S. 226 Virgil I. Grissom,40.675785,-73.816964,1,1,4,0,1,1
27Q232,P.S. 232 Lindenwood,40.665769,-73.8508,2,7,2,0,3,0
27Q253,P.S. 253,40.60739,-73.748843,1,1,3,0,0,10
27Q261,Voyages Prep - South Queens,40.674893,-73.783178,1,1,1,0,0,0
27Q262,Channel View School for Research,40.586666,-73.823435,10,5,6,0,0,0
27Q308,Robert H. Goddard High School of Communication Arts and Technology,40.671844,-73.845194,1,0,1,0,1,0
27Q314,Epic High School - South,40.675785,-73.816964,1,0,0,0,0,0
27Q317,Waterside Children's Studio School,40.580925,-73.83143,8,2,7,3,4,0
27Q318,Waterside School For Leadership,40.580925,-73.83143,2,2,2,0,0,0
27Q319,Village Academy,40.604018,-73.749554,2,2,2,2,2,0
27Q323,Scholars' Academy,40.584272,-73.825089,3,3,2,1,6,30
27Q324,Rockaway Park High School for Environmental Sustainability,40.586666,-73.823435,1,3,0,0,0,2
27Q333,Goldie Maple Academy,40.593987,-73.786652,1,4,3,0,2,2
27Q336,Curious Young Learners Pre-K Center,40.674555,-73.790212,1,0,0,0,1,0
27Q351,Rockaway Collegiate High School,40.586666,-73.823435,2,0,3,0,0,0
27Q480,John Adams High School,40.678603,-73.83697,2,2,0,0,2,0
28Q008,J.H.S. 008 Richard S. Grossley,40.697147,-73.786487,3,2,0,0,0,0
28Q040,P.S. 040 Samuel Huntington,40.69403,-73.790853,1,0,0,0,0,0
